NR_PEDIDO_PARTICIPA;DT_PESQUISA_SATISFACAO;DS_QUESTAO;DS_ALTERNATIVA
LAI-003781/2023;24/04/2023 15:45;A justificativa foi de fácil compreensão?;Regular
LAI-006765/2023;02/05/2023 20:24;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-007566/2023;22/05/2023 15:13;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-008406/2023;07/06/2023 10:42;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-009377/2023;07/06/2023 17:51;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-009656/2023;26/06/2023 17:52;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-008840/2023;28/06/2023 14:42;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-009421/2023;29/06/2023 04:38;A justificativa foi de fácil compreensão?;Regular
LAI-009422/2023;29/06/2023 04:38;A justificativa foi de fácil compreensão?;Regular
LAI-003238/2023;13/07/2023 11:31;A justificativa foi de fácil compreensão?;Regular
LAI-010837/2023;18/07/2023 05:13;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010859/2023;18/07/2023 16:43;A justificativa foi de fácil compreensão?;Regular
LAI-012095/2023;20/07/2023 19:14;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-010988/2023;24/07/2023 10:44;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010089/2023;25/07/2023 20:04;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-009909/2023;26/07/2023 00:42;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010083/2023;26/07/2023 01:22;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-008377/2023;26/07/2023 01:26;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010109/2023;26/07/2023 01:37;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010094/2023;26/07/2023 01:46;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010097/2023;26/07/2023 03:36;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010115/2023;26/07/2023 15:25;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010095/2023;26/07/2023 15:54;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010716/2023;26/07/2023 15:58;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010101/2023;26/07/2023 16:48;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-011291/2023;29/07/2023 17:23;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-009879/2023;31/07/2023 17:19;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-011213/2023;02/08/2023 11:57;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-011989/2023;06/08/2023 17:04;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-009617/2023;30/08/2023 20:46;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-005225/2023;02/02/2026 13:25;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-006854/2023;05/02/2026 20:53;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-008013/2023;16/03/2026 16:00;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-014030/2023;29/08/2023 16:27;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-014470/2023;15/09/2023 10:44;A justificativa foi de fácil compreensão?;Regular
LAI-014509/2023;10/10/2023 22:19;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015008/2023;03/08/2025 23:18;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015147/2023;25/09/2023 15:50;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015913/2023;04/10/2023 09:06;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016009/2023;10/10/2023 13:31;A justificativa foi de fácil compreensão?;Regular
LAI-016025/2023;07/10/2023 23:07;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016115/2023;06/10/2023 15:06;A justificativa foi de fácil compreensão?;Regular
LAI-016247/2023;11/10/2023 13:31;A justificativa foi de fácil compreensão?;Regular
LAI-016396/2023;11/10/2023 16:07;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-016408/2023;27/11/2023 18:23;A justificativa foi de fácil compreensão?;Regular
LAI-016717/2023;18/10/2023 20:27;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016720/2023;18/10/2023 20:26;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016721/2023;18/10/2023 20:25;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-017589/2023;31/10/2023 13:22;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-018919/2023;24/11/2023 15:58;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-019757/2023;11/12/2023 17:05;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-019866/2023;24/01/2024 14:59;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-000047/2024;15/01/2024 14:02;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-002068/2024;03/04/2024 17:59;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-002109/2024;19/02/2024 13:39;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-002665/2024;03/05/2024 15:49;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-003145/2024;04/03/2024 12:03;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-003292/2024;26/02/2024 10:09;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-003401/2024;06/05/2024 17:23;A justificativa foi de fácil compreensão?;Regular
LAI-003509/2024;19/04/2024 10:56;A justificativa foi de fácil compreensão?;Regular
LAI-003602/2024;27/02/2024 09:39;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-004314/2024;21/03/2024 16:39;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-004335/2024;30/05/2024 20:32;A justificativa foi de fácil compreensão?;Regular
LAI-004553/2024;15/03/2024 11:10;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-004640/2024;28/03/2024 17:29;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-004862/2024;01/04/2024 16:46;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-005141/2024;22/03/2024 20:46;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-005560/2024;30/05/2024 20:58;A justificativa foi de fácil compreensão?;Regular
LAI-006087/2024;01/04/2024 16:19;A justificativa foi de fácil compreensão?;Regular
LAI-006281/2024;25/04/2024 15:36;A justificativa foi de fácil compreensão?;Regular
LAI-006591/2024;18/04/2024 08:10;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-006688/2024;22/04/2024 20:58;A justificativa foi de fácil compreensão?;Regular
LAI-007129/2024;23/04/2024 10:28;A justificativa foi de fácil compreensão?;Regular
LAI-007248/2024;26/04/2024 15:05;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-007363/2024;20/09/2024 17:09;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-007459/2024;08/05/2024 19:28;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-007570/2024;30/05/2024 21:47;A justificativa foi de fácil compreensão?;Regular
LAI-007852/2024;07/05/2024 16:01;A justificativa foi de fácil compreensão?;Regular
LAI-008270/2024;08/05/2024 16:52;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-008639/2024;14/05/2024 11:41;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-009061/2024;27/05/2024 21:04;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-009082/2024;16/05/2024 22:19;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-009793/2024;27/05/2024 15:42;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-010060/2024;10/06/2024 17:02;A justificativa foi de fácil compreensão?;Regular
LAI-010091/2024;10/06/2024 16:40;A justificativa foi de fácil compreensão?;Regular
LAI-010657/2024;01/07/2024 14:32;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-010665/2024;13/06/2024 14:10;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-010676/2024;11/06/2024 14:39;A justificativa foi de fácil compreensão?;Regular
LAI-010708/2024;17/06/2024 19:46;A justificativa foi de fácil compreensão?;Regular
LAI-010835/2024;19/06/2024 13:45;A justificativa foi de fácil compreensão?;Regular
LAI-010923/2024;25/06/2024 09:42;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-011091/2024;21/06/2024 17:46;A justificativa foi de fácil compreensão?;Regular
LAI-011231/2024;25/06/2024 09:47;A justificativa foi de fácil compreensão?;Regular
LAI-011451/2024;04/07/2024 16:32;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-011540/2024;24/06/2024 15:16;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-011544/2024;24/06/2024 15:13;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-012055/2024;05/07/2024 10:35;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-012113/2024;22/07/2024 16:21;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-013076/2024;15/07/2024 14:28;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-013175/2024;01/08/2024 20:47;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-013320/2024;26/07/2024 21:22;A justificativa foi de fácil compreensão?;Regular
LAI-013588/2024;23/07/2024 15:05;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-013765/2024;06/08/2024 22:43;A justificativa foi de fácil compreensão?;Regular
LAI-013921/2024;05/08/2024 22:00;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-014678/2024;12/08/2024 08:37;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015014/2024;22/05/2025 12:55;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015063/2024;26/08/2024 23:27;A justificativa foi de fácil compreensão?;Regular
LAI-015116/2024;02/09/2024 18:09;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-015264/2024;26/08/2024 20:10;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015298/2024;22/09/2024 15:14;A justificativa foi de fácil compreensão?;Regular
LAI-015389/2024;20/08/2024 11:18;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-015819/2024;29/08/2024 17:13;A justificativa foi de fácil compreensão?;Regular
LAI-015973/2024;05/09/2024 03:55;A justificativa foi de fácil compreensão?;Difícil de compreender
LAI-016076/2024;03/09/2024 17:04;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016077/2024;03/09/2024 17:06;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016321/2024;15/10/2024 08:27;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-016579/2024;18/09/2024 15:41;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-016712/2024;05/09/2024 11:33;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-016855/2024;03/10/2024 00:59;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-016959/2024;22/05/2025 12:56;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-017826/2024;05/10/2024 10:44;A justificativa foi de fácil compreensão?;Regular
LAI-018136/2024;30/09/2024 15:58;A justificativa foi de fácil compreensão?;Regular
LAI-018524/2024;23/01/2025 10:23;A justificativa foi de fácil compreensão?;Regular
LAI-018695/2024;10/10/2024 10:01;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-019133/2024;03/11/2024 00:31;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-019926/2024;06/11/2024 18:20;A justificativa foi de fácil compreensão?;Fácil de compreender
LAI-020658/2024;14/01/2025 19:35;A justificativa foi de fácil compreensão?;Regular
LAI-020871/2024;14/11/2024 11:49;A justificativa foi de fácil compreensão?;Muito fácil de compreender
LAI-021053/2024;18/12/2024 09:24;A justificativa foi de fácil compreensão?;Difícil de compreender
