NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-014555/2023;11/09/2023 14:28;19946;Outros;Primeira Instância;12/09/2023 00:00;18/09/2023 23:59;11/09/2023 16:45;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-014603/2023;11/09/2023 09:31;19994;Outros;Primeira Instância;12/09/2023 00:00;18/09/2023 23:59;11/09/2023 17:17;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-014616/2023;24/10/2023 15:42;20007;Outros;Primeira Instância;25/10/2023 00:00;30/10/2023 23:59;25/10/2023 10:28;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-014661/2023;19/09/2023 15:16;20052;Outros;Primeira Instância;20/09/2023 00:00;25/09/2023 23:59;20/09/2023 09:13;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-014664/2023;22/09/2023 16:19;20055;Outros;Primeira Instância;25/09/2023 00:00;29/09/2023 23:59;29/09/2023 15:40;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-015009/2023;28/10/2023 23:41;20400;Outros;Primeira Instância;30/10/2023 00:00;03/11/2023 23:59;01/11/2023 11:36;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-015254/2023;03/10/2023 21:35;20645;Outros;Primeira Instância;04/10/2023 00:00;09/10/2023 23:59;05/10/2023 21:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-015445/2023;09/10/2023 11:41;20836;Outros;Primeira Instância;10/10/2023 00:00;16/10/2023 23:59;15/10/2023 10:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-015784/2023;17/10/2023 23:06;21175;Outros;Primeira Instância;18/10/2023 00:00;23/10/2023 23:59;23/10/2023 11:43;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-015981/2023;09/10/2023 11:57;21372;Outros;Primeira Instância;10/10/2023 00:00;16/10/2023 23:59;16/10/2023 22:54;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-016100/2023;09/10/2023 15:50;21491;Outros;Primeira Instância;10/10/2023 00:00;16/10/2023 23:59;11/10/2023 14:45;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-016298/2023;17/10/2023 10:11;21689;Outros;Primeira Instância;18/10/2023 00:00;23/10/2023 23:59;23/10/2023 15:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-016599/2023;03/11/2023 10:03;21990;Outros;Primeira Instância;06/11/2023 00:00;10/11/2023 23:59;06/11/2023 09:37;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-016622/2023;17/11/2023 08:43;22013;Outros;Primeira Instância;21/11/2023 00:00;27/11/2023 23:59;24/11/2023 16:41;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-016719/2023;27/10/2023 18:54;22110;Outros;Primeira Instância;30/10/2023 00:00;03/11/2023 23:59;01/11/2023 10:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017033/2023;21/11/2023 12:27;22424;Outros;Primeira Instância;22/11/2023 00:00;27/11/2023 23:59;24/11/2023 19:11;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017253/2023;24/11/2023 14:16;22644;Outros;Primeira Instância;27/11/2023 00:00;01/12/2023 23:59;28/11/2023 08:08;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017401/2023;27/10/2023 11:26;22792;Outros;Primeira Instância;30/10/2023 00:00;03/11/2023 23:59;27/10/2023 16:13;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017581/2023;21/11/2023 22:24;22972;Outros;Primeira Instância;22/11/2023 00:00;27/11/2023 23:59;27/11/2023 16:09;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017623/2023;01/11/2023 15:20;23014;Outros;Primeira Instância;03/11/2023 00:00;07/11/2023 23:59;07/11/2023 11:05;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017643/2023;09/11/2023 20:45;23034;Outros;Primeira Instância;10/11/2023 00:00;14/11/2023 23:59;10/11/2023 19:51;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-017753/2023;11/12/2023 11:17;23144;Outros;Primeira Instância;12/12/2023 00:00;18/12/2023 23:59;15/12/2023 14:57;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-018058/2023;29/11/2023 13:43;23449;Outros;Primeira Instância;01/12/2023 00:00;05/12/2023 23:59;05/12/2023 19:49;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-018610/2023;12/12/2023 00:26;24001;Outros;Primeira Instância;13/12/2023 00:00;18/12/2023 23:59;13/12/2023 14:33;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-018638/2023;17/11/2023 17:22;24029;Outros;Primeira Instância;21/11/2023 00:00;27/11/2023 23:59;21/11/2023 14:42;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-018986/2023;24/11/2023 11:06;24377;Outros;Primeira Instância;27/11/2023 00:00;01/12/2023 23:59;01/12/2023 15:12;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019001/2023;27/11/2023 12:42;24392;Outros;Primeira Instância;28/11/2023 00:00;04/12/2023 23:59;01/12/2023 10:11;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019513/2023;06/12/2023 23:45;24904;Outros;Primeira Instância;07/12/2023 00:00;11/12/2023 23:59;11/12/2023 13:16;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019516/2023;02/01/2024 17:33;24907;Outros;Primeira Instância;03/01/2024 00:00;08/01/2024 23:59;05/01/2024 09:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019561/2023;11/12/2023 13:23;24952;Outros;Primeira Instância;12/12/2023 00:00;18/12/2023 23:59;13/12/2023 08:52;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019598/2023;12/12/2023 08:54;24989;Outros;Primeira Instância;13/12/2023 00:00;18/12/2023 23:59;18/12/2023 20:04;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019748/2023;11/12/2023 15:55;25139;Outros;Primeira Instância;12/12/2023 00:00;18/12/2023 23:59;18/12/2023 10:12;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019797/2023;23/12/2023 21:51;25188;Outros;Primeira Instância;26/12/2023 00:00;01/01/2024 23:59;26/12/2023 09:13;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-019997/2023;03/01/2024 22:41;25388;Outros;Primeira Instância;04/01/2024 00:00;08/01/2024 23:59;05/01/2024 11:10;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000022/2024;22/01/2024 00:45;26021;Outros;Primeira Instância;23/01/2024 00:00;29/01/2024 23:59;22/01/2024 18:03;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000024/2024;23/01/2024 02:52;26023;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:45;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000025/2024;23/01/2024 02:51;26024;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:45;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000026/2024;23/01/2024 02:51;26025;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:44;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000027/2024;23/01/2024 02:50;26026;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:44;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000028/2024;23/01/2024 02:50;26027;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:44;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000029/2024;23/01/2024 02:49;26028;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;23/01/2024 19:43;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000030/2024;22/01/2024 00:44;26029;Outros;Primeira Instância;23/01/2024 00:00;29/01/2024 23:59;22/01/2024 18:01;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000048/2024;12/01/2024 14:35;26047;Outros;Primeira Instância;15/01/2024 00:00;19/01/2024 23:59;12/01/2024 16:18;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000102/2024;09/01/2024 10:47;26101;Outros;Primeira Instância;10/01/2024 00:00;15/01/2024 23:59;09/01/2024 16:14;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000121/2024;22/01/2024 11:39;26120;Outros;Primeira Instância;23/01/2024 00:00;29/01/2024 23:59;26/01/2024 12:52;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000163/2024;09/02/2024 12:31;26162;Outros;Primeira Instância;14/02/2024 00:00;19/02/2024 23:59;19/02/2024 17:04;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000205/2024;10/01/2024 08:24;26204;Outros;Primeira Instância;11/01/2024 00:00;15/01/2024 23:59;12/01/2024 14:47;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000649/2024;23/01/2024 17:02;26648;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;29/01/2024 17:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-000973/2024;08/02/2024 16:42;26972;Outros;Primeira Instância;09/02/2024 00:00;14/02/2024 23:59;14/02/2024 19:29;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001053/2024;23/01/2024 16:03;27052;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;29/01/2024 17:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001054/2024;23/01/2024 16:03;27053;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;24/01/2024 18:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001055/2024;23/01/2024 16:03;27054;Outros;Primeira Instância;24/01/2024 00:00;29/01/2024 23:59;29/01/2024 17:48;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001316/2024;31/01/2024 08:42;27315;Outros;Primeira Instância;01/02/2024 00:00;05/02/2024 23:59;01/02/2024 17:33;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001445/2024;21/02/2024 19:10;27444;Outros;Primeira Instância;22/02/2024 00:00;26/02/2024 23:59;26/02/2024 17:42;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001590/2024;16/02/2024 09:19;27589;Outros;Primeira Instância;19/02/2024 00:00;23/02/2024 23:59;23/02/2024 09:55;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001854/2024;26/02/2024 10:38;27853;Outros;Primeira Instância;27/02/2024 00:00;04/03/2024 23:59;29/02/2024 10:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-001984/2024;07/02/2024 11:30;27983;Outros;Primeira Instância;08/02/2024 00:00;14/02/2024 23:59;14/02/2024 15:39;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002068/2024;20/02/2024 13:34;28067;Outros;Primeira Instância;21/02/2024 00:00;26/02/2024 23:59;26/02/2024 16:42;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002264/2024;08/02/2024 08:34;28263;Outros;Primeira Instância;09/02/2024 00:00;14/02/2024 23:59;14/02/2024 15:38;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002414/2024;07/02/2024 16:56;28413;Outros;Primeira Instância;08/02/2024 00:00;14/02/2024 23:59;09/02/2024 08:14;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002466/2024;28/02/2024 16:49;28465;Outros;Primeira Instância;29/02/2024 00:00;04/03/2024 23:59;04/03/2024 11:38;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002498/2024;09/02/2024 20:09;28497;Outros;Primeira Instância;14/02/2024 00:00;19/02/2024 23:59;19/02/2024 16:40;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002500/2024;29/02/2024 22:58;28499;Outros;Primeira Instância;01/03/2024 00:00;05/03/2024 23:59;05/03/2024 15:46;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002584/2024;14/02/2024 16:25;28583;Outros;Primeira Instância;15/02/2024 00:00;19/02/2024 23:59;15/02/2024 18:33;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-002896/2024;18/03/2024 16:39;28895;Outros;Primeira Instância;19/03/2024 00:00;25/03/2024 23:59;21/03/2024 15:23;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-003400/2024;18/03/2024 19:50;29400;Outros;Primeira Instância;19/03/2024 00:00;25/03/2024 23:59;25/03/2024 09:03;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-003726/2024;26/03/2024 14:52;29726;Outros;Primeira Instância;27/03/2024 00:00;01/04/2024 23:59;01/04/2024 15:39;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004385/2024;08/03/2024 16:09;30385;Outros;Primeira Instância;11/03/2024 00:00;15/03/2024 23:59;15/03/2024 15:50;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004468/2024;01/04/2024 17:50;30468;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;03/04/2024 12:38;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004528/2024;12/03/2024 14:03;30528;Outros;Primeira Instância;13/03/2024 00:00;18/03/2024 23:59;13/03/2024 16:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004529/2024;12/03/2024 14:16;30529;Outros;Primeira Instância;13/03/2024 00:00;18/03/2024 23:59;15/03/2024 13:53;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004572/2024;06/04/2024 09:38;30572;Outros;Primeira Instância;08/04/2024 00:00;12/04/2024 23:59;12/04/2024 12:16;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004702/2024;22/03/2024 09:44;30702;Outros;Primeira Instância;25/03/2024 00:00;01/04/2024 23:59;22/03/2024 16:50;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004740/2024;18/04/2024 20:59;30740;Outros;Primeira Instância;19/04/2024 00:00;23/04/2024 23:59;23/04/2024 21:56;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004746/2024;28/03/2024 18:06;30746;Outros;Primeira Instância;01/04/2024 00:00;05/04/2024 23:59;05/04/2024 15:46;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-004776/2024;18/04/2024 17:31;30776;Outros;Primeira Instância;19/04/2024 00:00;23/04/2024 23:59;22/04/2024 15:25;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005035/2024;17/04/2024 15:44;31035;Outros;Primeira Instância;18/04/2024 00:00;22/04/2024 23:59;22/04/2024 21:36;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005189/2024;26/03/2024 12:02;31189;Outros;Primeira Instância;27/03/2024 00:00;01/04/2024 23:59;27/03/2024 08:08;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005391/2024;25/03/2024 20:06;31391;Outros;Primeira Instância;26/03/2024 00:00;01/04/2024 23:59;27/03/2024 14:37;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005416/2024;01/04/2024 01:27;31416;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;05/04/2024 17:01;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005559/2024;26/03/2024 19:47;31559;Outros;Primeira Instância;27/03/2024 00:00;01/04/2024 23:59;01/04/2024 09:32;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005624/2024;01/04/2024 12:57;31624;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;05/04/2024 09:41;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005636/2024;01/04/2024 15:31;31636;Outros;Primeira Instância;02/04/2024 00:00;08/04/2024 23:59;08/04/2024 16:38;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-005803/2024;27/03/2024 07:54;31803;Outros;Primeira Instância;01/04/2024 00:00;05/04/2024 23:59;04/04/2024 08:41;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006216/2024;15/04/2024 14:07;32216;Outros;Primeira Instância;16/04/2024 00:00;22/04/2024 23:59;22/04/2024 18:23;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006331/2024;24/04/2024 06:42;32331;Outros;Primeira Instância;25/04/2024 00:00;29/04/2024 23:59;24/04/2024 08:12;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006359/2024;10/04/2024 21:19;32359;Outros;Primeira Instância;11/04/2024 00:00;15/04/2024 23:59;15/04/2024 18:03;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006466/2024;09/04/2024 19:24;32466;Outros;Primeira Instância;10/04/2024 00:00;15/04/2024 23:59;11/04/2024 12:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006484/2024;14/05/2024 12:03;32484;Outros;Primeira Instância;15/05/2024 00:00;20/05/2024 23:59;16/05/2024 15:54;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006521/2024;17/04/2024 09:21;32521;Outros;Primeira Instância;18/04/2024 00:00;22/04/2024 23:59;22/04/2024 20:48;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006727/2024;12/04/2024 11:03;32727;Outros;Primeira Instância;15/04/2024 00:00;19/04/2024 23:59;16/04/2024 10:36;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006832/2024;27/04/2024 16:30;32832;Outros;Primeira Instância;29/04/2024 00:00;03/05/2024 23:59;02/05/2024 13:42;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-006872/2024;16/04/2024 10:31;32872;Outros;Primeira Instância;17/04/2024 00:00;22/04/2024 23:59;17/04/2024 17:36;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-007119/2024;12/05/2024 22:04;34117;Outros;Primeira Instância;13/05/2024 00:00;17/05/2024 23:59;17/05/2024 16:26;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-007187/2024;23/04/2024 14:33;34185;Outros;Primeira Instância;24/04/2024 00:00;29/04/2024 23:59;23/04/2024 14:54;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
